"T_c (C)";"q_dot_in (MW)";"q_dot_solar (MW)";"q_dot_out (MW)";"T_amb (°C)";"I (W/m2)";"phi (eur/Wh)"
455.2237778567;0.7909;0.4300;1.0359;7.2;526;0.9345
357.9317673681;0.7903;0.0000;0.7934;6.7;0;73.9354
344.2304683447;0.7889;0.0000;0.7602;5.6;0;0.0000
342.4034953316;0.7882;0.0000;0.7564;5;0;0.0000
341.3417214667;0.7868;0.0000;0.7551;3.9;0;0.0000
340.3357635057;0.7854;0.0000;0.7539;2.8;0;0.0000
339.7413809266;0.7846;0.0000;0.7532;2.2;0;0.0000
339.6798146766;0.7846;0.0000;0.7530;2.2;0;0.0000
338.7678981427;0.7833;0.0000;0.7521;1.1;0;0.0000
338.6787847086;0.7833;0.0000;0.7519;1.1;0;0.0000
338.2555291577;0.7826;0.0000;0.7514;0.6;0;0.0000
338.2141246507;0.7826;0.0000;0.7513;0.6;0;0.0000
338.2084967685;0.7826;0.0000;0.7513;0.6;0;0.0000
338.6189862925;0.7833;0.0000;0.7517;1.1;0;0.0000
342.5337271393;0.7860;0.0090;0.7589;3.3;11;0.0000
430.9856708788;0.7854;0.4153;0.9807;2.8;508;1.1721
486.0765955231;0.7874;0.6548;1.1171;4.4;801;0.6943
508.6978695443;0.7909;0.7488;1.1709;7.2;916;0.6024
518.3276495536;0.7931;0.7905;1.1932;8.9;967;0.5720
522.5075510406;0.7944;0.8077;1.2025;10;988;0.5610
522.6456109247;0.7944;0.8061;1.2028;10;986;0.5605
520.2754038559;0.7952;0.7873;1.1960;10.6;963;0.5711
514.2057553488;0.7952;0.7488;1.1806;10.6;916;0.5940
497.3187169822;0.7944;0.6491;1.1385;10;794;0.6654
441.9768746717;0.7923;0.3605;1.0013;8.3;441;1.0953
356.4955715456;0.7909;0.0000;0.7892;7.2;0;0.0000
344.9928745873;0.7903;0.0000;0.7608;6.7;0;0.0000
342.975120152;0.7889;0.0000;0.7571;5.6;0;0.0000
340.9087696841;0.7860;0.0000;0.7547;3.3;0;0.0000
340.2954780299;0.7854;0.0000;0.7538;2.8;0;0.0000
338.8315623132;0.7833;0.0000;0.7523;1.1;0;0.0000
337.2890747;0.7811;0.0000;0.7505;-0.6;0;0.0000
335.8162975892;0.7791;0.0000;0.7488;-2.2;0;0.0000
336.0780887678;0.7797;0.0000;0.7488;-1.7;0;0.0000
336.5923192485;0.7805;0.0000;0.7494;-1.1;0;0.0000
335.2452249297;0.7783;0.0000;0.7481;-2.8;0;0.0000
335.1151836202;0.7783;0.0000;0.7478;-2.8;0;0.0000
334.1912320624;0.7770;0.0000;0.7468;-3.9;0;0.0000
336.665802408;0.7777;0.0090;0.7523;-3.3;11;0.0000
419.398736903;0.7797;0.3777;0.9574;-1.7;462;1.2886
478.5118344943;0.7846;0.6262;1.1008;2.2;766;0.7241
493.0803965579;0.7882;0.6654;1.1341;5;814;0.6618
427.7543321353;0.7909;0.2951;0.9671;7.2;361;1.2992
493.3946055318;0.7937;0.6826;1.1293;9.4;835;0.6821
491.4671795618;0.7944;0.6262;1.1237;10;766;0.6953
487.2027451503;0.7952;0.6009;1.1121;10.6;735;0.7223
475.2169614317;0.7958;0.5330;1.0812;11.1;652;0.8020
453.3519574138;0.7952;0.4243;1.0269;10.6;519;0.9879
399.8220727421;0.7931;0.1815;0.8953;8.9;222;2.2384
349.67766556;0.7889;0.0000;0.7740;5.6;0;0.0000
342.9401592303;0.7882;0.0000;0.7577;5;0;0.0000
340.4813784039;0.7854;0.0000;0.7543;2.8;0;0.0000
338.8536722531;0.7833;0.0000;0.7523;1.1;0;0.0000
338.6889582416;0.7833;0.0000;0.7519;1.1;0;0.0000
337.7631250945;0.7819;0.0000;0.7509;0;0;0.0000
337.1791212571;0.7811;0.0000;0.7502;-0.6;0;0.0000
337.1184923232;0.7811;0.0000;0.7501;-0.6;0;0.0000
338.0974849447;0.7826;0.0000;0.7510;0.6;0;0.0000
336.7951339983;0.7805;0.0000;0.7499;-1.1;0;0.0000
335.2724789548;0.7783;0.0000;0.7482;-2.8;0;0.0000
335.1178636644;0.7783;0.0000;0.7478;-2.8;0;0.0000
336.4963764765;0.7805;0.0000;0.7491;-1.1;0;0.0000
337.7964428772;0.7791;0.0090;0.7538;-2.2;11;0.0000
384.3030560922;0.7819;0.2060;0.8677;0;252;2.6660
435.7051498737;0.7846;0.4169;0.9932;2.2;510;1.0973
458.8382294546;0.7889;0.4946;1.0470;5.6;605;0.8871
504.4489211;0.7923;0.7349;1.1587;8.3;899;0.6248
506.9881045953;0.7944;0.7145;1.1630;10;874;0.6211
489.5087825484;0.7972;0.5976;1.1159;12.2;731;0.7182
485.9345813122;0.8000;0.5796;1.1041;14.4;709;0.7526
473.1833580308;0.7993;0.5118;1.0726;13.9;626;0.8377
478.9044840661;0.7993;0.5518;1.0870;13.9;675;0.7957
400.1425914975;0.7944;0.1635;0.8948;10;200;2.2821
352.3000935097;0.7931;0.0000;0.7765;8.9;0;0.0000
343.1943101366;0.7882;0.0000;0.7584;5;0;0.0000
345.0299502601;0.7923;0.0000;0.7588;8.3;0;0.0000
345.6985805341;0.7931;0.0000;0.7598;8.9;0;0.0000
343.0696394683;0.7889;0.0000;0.7573;5.6;0;0.0000
340.9278484568;0.7860;0.0000;0.7548;3.3;0;0.0000
339.8047001077;0.7846;0.0000;0.7533;2.2;0;0.0000
338.7835796244;0.7833;0.0000;0.7521;1.1;0;0.0000
339.1734196496;0.7840;0.0000;0.7524;1.7;0;0.0000
340.1118334991;0.7854;0.0000;0.7533;2.8;0;0.0000
337.4107910574;0.7811;0.0000;0.7508;-0.6;0;0.0000
338.1369833247;0.7826;0.0000;0.7511;0.6;0;0.0000
337.7037830647;0.7819;0.0000;0.7508;0;0;0.0000
342.7404939383;0.7819;0.0221;0.7636;0;27;0.0000
429.9052580733;0.7826;0.4177;0.9807;0.6;511;1.1554
487.079303448;0.7895;0.6540;1.1175;6.1;800;0.6980
471.2761942822;0.7923;0.5207;1.0748;8.3;637;0.8102
515.2478563346;0.7937;0.7930;1.1847;9.4;970;0.5854
516.156068152;0.7944;0.7668;1.1863;10;938;0.5842
513.644735451;0.7958;0.7456;1.1785;11.1;912;0.5982
501.2155216257;0.7958;0.6687;1.1469;11.1;818;0.6519
503.3141369413;0.7966;0.6875;1.1515;11.7;841;0.6449
461.1030524994;0.7966;0.4431;1.0450;11.7;542;0.9215
446.1165016527;0.7958;0.3940;1.0082;11.1;482;1.0780
357.6170399058;0.7917;0.0000;0.7912;7.8;0;0.0000
344.628549482;0.7895;0.0000;0.7606;6.1;0;0.0000
341.956422335;0.7874;0.0000;0.7560;4.4;0;0.0000
340.3966738822;0.7854;0.0000;0.7541;2.8;0;0.0000
340.2415972117;0.7854;0.0000;0.7537;2.8;0;0.0000
341.1249705161;0.7868;0.0000;0.7545;3.9;0;0.0000
339.8149094954;0.7846;0.0000;0.7534;2.2;0;0.0000
340.1834740152;0.7854;0.0000;0.7535;2.8;0;0.0000
338.8171612537;0.7833;0.0000;0.7522;1.1;0;0.0000
339.5895252544;0.7846;0.0000;0.7528;2.2;0;0.0000
339.2487136146;0.7840;0.0000;0.7525;1.7;0;0.0000
338.725762502;0.7833;0.0000;0.7520;1.1;0;0.0000
338.2620647378;0.7826;0.0000;0.7514;0.6;0;0.0000
344.4500405916;0.7833;0.0253;0.7665;1.1;31;0.0000
441.876732801;0.7840;0.4733;1.0093;1.7;579;1.0160
471.9064528631;0.7889;0.5616;1.0798;5.6;687;0.7868
487.4191285674;0.7923;0.6229;1.1156;8.3;762;0.7081
459.7972866979;0.7966;0.4455;1.0417;11.7;545;0.9338
502.3839288124;0.7993;0.6990;1.1464;13.9;855;0.6596
487.911454677;0.8015;0.5772;1.1076;15.6;706;0.7478
479.4655983252;0.8029;0.5346;1.0849;16.7;654;0.8116
399.3652413971;0.8029;0.1357;0.8845;16.7;166;2.8049
429.6236394989;0.8035;0.3254;0.9593;17.2;398;1.4691
406.649594832;0.8000;0.2068;0.9055;14.4;253;2.1693
355.2063208216;0.7952;0.0025;0.7816;10.6;3;0.0000
347.6195893712;0.7944;0.0000;0.7632;10;0;0.0000
345.0553664733;0.7917;0.0000;0.7595;7.8;0;0.0000
344.815199499;0.7917;0.0000;0.7589;7.8;0;0.0000
344.2944142317;0.7909;0.0000;0.7584;7.2;0;0.0000
342.9314655183;0.7889;0.0000;0.7569;5.6;0;0.0000
343.6992277428;0.7903;0.0000;0.7575;6.7;0;0.0000
343.768839433;0.7903;0.0000;0.7577;6.7;0;0.0000
340.578267757;0.7854;0.0000;0.7545;2.8;0;0.0000
340.2670003754;0.7854;0.0000;0.7537;2.8;0;0.0000
340.2240961896;0.7854;0.0000;0.7536;2.8;0;0.0000
340.2198217966;0.7854;0.0000;0.7536;2.8;0;0.0000
337.9182938451;0.7819;0.0000;0.7513;0;0;0.0000
343.8948702823;0.7819;0.0270;0.7665;0;33;0.0000
441.3260253898;0.7874;0.4603;1.0046;4.4;563;1.0541
488.8138635979;0.7917;0.6507;1.1197;7.8;796;0.6978
507.6892452304;0.7937;0.7317;1.1655;9.4;895;0.6156
520.3073246785;0.7980;0.7873;1.1933;12.8;963;0.5790
523.5091495945;0.8000;0.7938;1.1994;14.4;971;0.5731
528.0209799999;0.8021;0.8150;1.2087;16.1;997;0.5629
525.4609886109;0.8035;0.7897;1.2008;17.2;966;0.5761
493.1094066957;0.8035;0.5870;1.1187;17.2;718;0.7262
487.9377548938;0.8029;0.5804;1.1063;16.7;710;0.7544
456.9310166525;0.8000;0.4210;1.0311;14.4;515;0.9902
363.839131245;0.7958;0.0098;0.8027;11.1;12;33.2917
347.1186692143;0.7923;0.0000;0.7641;8.3;0;0.0000
344.0945345894;0.7903;0.0000;0.7585;6.7;0;0.0000
343.8124024601;0.7903;0.0000;0.7578;6.7;0;0.0000
343.2908651815;0.7895;0.0000;0.7572;6.1;0;0.0000
340.0387780684;0.7846;0.0000;0.7539;2.2;0;0.0000
340.6230705155;0.7860;0.0000;0.7540;3.3;0;0.0000
340.2569181544;0.7854;0.0000;0.7537;2.8;0;0.0000
338.827752804;0.7833;0.0000;0.7522;1.1;0;0.0000
338.6865840496;0.7833;0.0000;0.7519;1.1;0;0.0000
338.2562835162;0.7826;0.0000;0.7514;0.6;0;0.0000
336.8160856495;0.7805;0.0000;0.7499;-1.1;0;0.0000
336.6735589363;0.7805;0.0000;0.7496;-1.1;0;0.0000
338.6066532098;0.7797;0.0106;0.7552;-1.7;13;0.0000
373.8561639022;0.7833;0.1545;0.8403;1.1;189;4.0137
413.0594969585;0.7889;0.2992;0.9324;5.6;366;1.5949
391.9406701918;0.7937;0.1651;0.8751;9.4;202;2.8134
455.263244777;0.7966;0.4791;1.0303;11.7;586;0.9793
462.679794701;0.7986;0.4742;1.0469;13.3;580;0.9217
508.8330569133;0.8007;0.7325;1.1613;15;896;0.6348
511.3279474226;0.8021;0.7137;1.1663;16.1;873;0.6286
505.388389859;0.8029;0.6728;1.1504;16.7;823;0.6586
485.5761657319;0.8021;0.5608;1.1011;16.1;686;0.7657
384.838446087;0.7993;0.0760;0.8517;13.9;93;4.3698
352.4855058702;0.7952;0.0041;0.7748;10.6;5;0.0000
345.5502143407;0.7917;0.0000;0.7608;7.8;0;0.0000
343.9570962312;0.7903;0.0000;0.7581;6.7;0;0.0000
341.9127682816;0.7874;0.0000;0.7559;4.4;0;0.0000
341.3004142105;0.7868;0.0000;0.7550;3.9;0;0.0000
340.3300615676;0.7854;0.0000;0.7539;2.8;0;0.0000
339.329960413;0.7840;0.0000;0.7528;1.7;0;0.0000
339.2287717343;0.7840;0.0000;0.7525;1.7;0;0.0000
339.6262214328;0.7846;0.0000;0.7529;2.2;0;0.0000
339.6650446585;0.7846;0.0000;0.7530;2.2;0;0.0000
339.2596051699;0.7840;0.0000;0.7526;1.7;0;0.0000
340.1238164913;0.7854;0.0000;0.7534;2.8;0;0.0000
338.8097102862;0.7833;0.0000;0.7522;1.1;0;0.0000
341.5406676358;0.7819;0.0164;0.7605;0;20;0.0000
401.8214945496;0.7854;0.2747;0.9079;2.8;336;1.8684
452.2635508484;0.7903;0.4750;1.0291;6.7;581;0.9586
462.5950770995;0.7937;0.4905;1.0516;9.4;600;0.8874
450.2975881828;0.7966;0.4112;1.0179;11.7;503;1.0344
488.6548186516;0.8000;0.6197;1.1110;14.4;758;0.7360
455.5227061425;0.8021;0.4055;1.0255;16.1;496;1.0248
462.9727692513;0.8029;0.4643;1.0434;16.7;568;0.9516
420.629006556;0.8042;0.2412;0.9361;17.8;295;1.7359
421.902941673;0.8042;0.2730;0.9393;17.8;334;1.6950
386.3104215194;0.7993;0.1202;0.8554;13.9;147;4.0834
353.3256705145;0.7952;0.0057;0.7769;10.6;7;0.0000
347.9519489353;0.7952;0.0000;0.7633;10.6;0;0.0000
345.5019769691;0.7923;0.0000;0.7600;8.3;0;0.0000
344.8609861746;0.7917;0.0000;0.7590;7.8;0;0.0000
342.9881856398;0.7889;0.0000;0.7571;5.6;0;0.0000
343.2144527196;0.7895;0.0000;0.7570;6.1;0;0.0000
342.8192507466;0.7889;0.0000;0.7567;5.6;0;0.0000
342.2899485753;0.7882;0.0000;0.7561;5;0;0.0000
342.2368089378;0.7882;0.0000;0.7559;5;0;0.0000
341.7372017543;0.7874;0.0000;0.7554;4.4;0;0.0000
341.2779838788;0.7868;0.0000;0.7549;3.9;0;0.0000
341.231276914;0.7868;0.0000;0.7548;3.9;0;0.0000
340.7324020636;0.7860;0.0000;0.7543;3.3;0;0.0000
340.6837185441;0.7860;0.0000;0.7542;3.3;0;0.0000
351.8540675016;0.7868;0.0466;0.7816;3.9;57;0.0000
352.4241425494;0.7889;0.0368;0.7809;5.6;45;0.0000
367.454512735;0.7909;0.0973;0.8167;7.2;119;8.8987
362.7661960834;0.7931;0.0621;0.8028;8.9;76;23.5811
361.2175521993;0.7952;0.0523;0.7968;10.6;64;147.5817
372.033417929;0.8000;0.0875;0.8191;14.4;107;11.9648
354.2249543059;0.8000;0.0033;0.7744;14.4;4;0.0000
434.2338159109;0.8021;0.3761;0.9722;16.1;460;1.3458
419.7658295655;0.8015;0.2608;0.9367;15.6;319;1.6928
368.7414667352;0.7986;0.0450;0.8122;13.3;55;16.7746
351.0515650296;0.7972;0.0000;0.7691;12.2;0;0.0000
348.097054313;0.7958;0.0000;0.7631;11.1;0;0.0000
346.426580292;0.7937;0.0000;0.7610;9.4;0;0.0000
345.3631913431;0.7923;0.0000;0.7597;8.3;0;0.0000
343.9429670209;0.7903;0.0000;0.7581;6.7;0;0.0000
343.3090678133;0.7895;0.0000;0.7573;6.1;0;0.0000
342.8319895524;0.7889;0.0000;0.7567;5.6;0;0.0000
342.7835713014;0.7889;0.0000;0.7566;5.6;0;0.0000
341.7924259627;0.7874;0.0000;0.7556;4.4;0;0.0000
340.792606888;0.7860;0.0000;0.7544;3.3;0;0.0000
342.9896551616;0.7895;0.0000;0.7565;6.1;0;0.0000
342.7899519641;0.7889;0.0000;0.7566;5.6;0;0.0000
343.1897083254;0.7895;0.0000;0.7570;6.1;0;0.0000
344.6484339121;0.7874;0.0123;0.7628;4.4;15;0.0000
398.7903081747;0.7874;0.2534;0.8984;4.4;310;2.0631
369.0265372993;0.7923;0.0736;0.8192;8.3;90;8.5096
371.0232081081;0.7944;0.0948;0.8221;10;116;8.2836
391.7708383267;0.7980;0.1766;0.8704;12.8;216;3.1604
484.3046586106;0.8021;0.6213;1.0979;16.1;760;0.7740
486.2992304893;0.8035;0.5723;1.1015;17.2;700;0.7681
495.5027167298;0.8049;0.6221;1.1234;18.3;761;0.7187
451.6641928164;0.8049;0.3736;1.0130;18.3;457;1.0996
467.7279936085;0.8049;0.4864;1.0533;18.3;595;0.9212
388.3265693793;0.8000;0.1006;0.8598;14.4;123;3.8255
355.7793734696;0.7986;0.0065;0.7797;13.3;8;0.0000
349.4971954263;0.7972;0.0000;0.7652;12.2;0;0.0000
347.5444615469;0.7952;0.0000;0.7623;10.6;0;0.0000
347.7681440333;0.7958;0.0000;0.7622;11.1;0;0.0000
348.2770381092;0.7966;0.0000;0.7628;11.7;0;0.0000
346.9361849196;0.7944;0.0000;0.7615;10;0;0.0000
348.2000031766;0.7966;0.0000;0.7626;11.7;0;0.0000
347.4165932195;0.7952;0.0000;0.7620;10.6;0;0.0000
345.4617773113;0.7923;0.0000;0.7599;8.3;0;0.0000
343.9565127879;0.7903;0.0000;0.7581;6.7;0;0.0000
342.9002094608;0.7889;0.0000;0.7569;5.6;0;0.0000
342.7921328986;0.7889;0.0000;0.7566;5.6;0;0.0000
343.1883079534;0.7895;0.0000;0.7570;6.1;0;0.0000
343.9778780548;0.7895;0.0033;0.7590;6.1;4;0.0000
372.0884733522;0.7923;0.1185;0.8269;8.3;145;6.6233
438.0962757008;0.7958;0.4030;0.9881;11.1;493;1.1906
481.8537828268;0.8007;0.5837;1.0931;15;714;0.7830
495.558597977;0.8021;0.6336;1.1263;16.1;775;0.7061
500.7940434981;0.8042;0.6499;1.1374;17.8;795;0.6871
502.3116655033;0.8056;0.6515;1.1398;18.9;797;0.6849
430.1545528021;0.8084;0.2510;0.9558;21.1;307;1.5531
452.2014890958;0.8077;0.4088;1.0115;20.6;500;1.1234
414.4675661977;0.8062;0.2126;0.9187;19.4;260;2.0347
392.63617887;0.8042;0.1398;0.8663;17.8;171;3.6873
357.298684883;0.8007;0.0041;0.7814;15;5;0.0000
350.5490093483;0.7986;0.0000;0.7665;13.3;0;0.0000
348.9614290305;0.7972;0.0000;0.7639;12.2;0;0.0000
347.9091658122;0.7958;0.0000;0.7626;11.1;0;0.0000
348.2958630608;0.7966;0.0000;0.7628;11.7;0;0.0000
347.8387754141;0.7958;0.0000;0.7624;11.1;0;0.0000
347.3869638532;0.7952;0.0000;0.7619;10.6;0;0.0000
347.3412193232;0.7952;0.0000;0.7618;10.6;0;0.0000
346.843762205;0.7944;0.0000;0.7613;10;0;0.0000
346.7954527439;0.7944;0.0000;0.7612;10;0;0.0000
346.7888418597;0.7944;0.0000;0.7611;10;0;0.0000
346.2966830307;0.7937;0.0000;0.7607;9.4;0;0.0000
346.2488810492;0.7937;0.0000;0.7605;9.4;0;0.0000
356.3421971992;0.7937;0.0441;0.7860;9.4;54;0.0000
451.6940634471;0.7952;0.4840;1.0228;10.6;592;1.0059
496.2730376549;0.7966;0.6736;1.1337;11.7;824;0.6791
514.2158694643;0.7980;0.7546;1.1778;12.8;923;0.6026
522.3367992618;0.7993;0.7922;1.1971;13.9;969;0.5755
526.7184076534;0.8007;0.8118;1.2068;15;993;0.5637
495.9932718648;0.8021;0.6074;1.1274;16.1;743;0.7037
498.6091142893;0.8029;0.6417;1.1332;16.7;785;0.6928
497.1978339838;0.8029;0.6311;1.1297;16.7;772;0.7004
503.6038231965;0.8029;0.6712;1.1459;16.7;821;0.6673
472.0038030852;0.8007;0.4897;1.0682;15;599;0.8556
374.3133730805;0.7972;0.0433;0.8276;12.2;53;7.5424
350.6822933828;0.7958;0.0000;0.7696;11.1;0;0.0000
346.6535364255;0.7937;0.0000;0.7616;9.4;0;0.0000
346.7728487339;0.7944;0.0000;0.7611;10;0;0.0000
345.391251793;0.7923;0.0000;0.7598;8.3;0;0.0000
343.9475976113;0.7903;0.0000;0.7581;6.7;0;0.0000
344.2117615446;0.7909;0.0000;0.7582;7.2;0;0.0000
344.2322867316;0.7909;0.0000;0.7582;7.2;0;0.0000
342.9235063386;0.7889;0.0000;0.7569;5.6;0;0.0000
342.796063187;0.7889;0.0000;0.7566;5.6;0;0.0000
343.680911958;0.7903;0.0000;0.7574;6.7;0;0.0000
342.8646684696;0.7889;0.0000;0.7568;5.6;0;0.0000
343.1989389191;0.7895;0.0000;0.7570;6.1;0;0.0000
349.5322781823;0.7903;0.0253;0.7722;6.7;31;0.0000
373.7477567808;0.7895;0.1308;0.8338;6.1;160;5.1761
349.1216287312;0.7917;0.0025;0.7698;7.8;3;0.0000
422.7302877793;0.7952;0.3425;0.9503;10.6;419;1.4756
443.8854655493;0.7972;0.3989;1.0012;12.2;488;1.1221
464.6000302631;0.7993;0.4897;1.0510;13.9;599;0.9095
460.8291819353;0.8007;0.4529;1.0402;15;554;0.9560
465.3754863297;0.8021;0.4758;1.0502;16.1;582;0.9227
470.2265862387;0.8029;0.4970;1.0616;16.7;608;0.8845
478.1896835244;0.8015;0.5428;1.0831;15.6;664;0.8129
378.7395403446;0.7986;0.0548;0.8372;13.3;67;5.9215
353.2315187423;0.7972;0.0049;0.7746;12.2;6;0.0000
348.822533838;0.7966;0.0000;0.7641;11.7;0;0.0000
346.4946301796;0.7937;0.0000;0.7612;9.4;0;0.0000
344.9614272043;0.7917;0.0000;0.7593;7.8;0;0.0000
344.2318596713;0.7908;0.0000;0.7583;7.1;0;0.0000
343.5816617579;0.7899;0.0000;0.7576;6.4;0;0.0000
342.941862836;0.7890;0.0000;0.7568;5.7;0;0.0000
342.3849607092;0.7883;0.0000;0.7562;5.1;0;0.0000
341.7538859149;0.7874;0.0000;0.7555;4.4;0;0.0000
341.1157108339;0.7865;0.0000;0.7547;3.7;0;0.0000
340.4763337347;0.7856;0.0000;0.7540;3;0;0.0000
339.5901572284;0.7844;0.0000;0.7530;2;0;0.0000
338.679509841;0.7831;0.0000;0.7520;1;0;0.0000
338.5873001572;0.7831;0.0000;0.7518;1;0;0.0000
431.1804240301;0.7869;0.4137;0.9797;4;506;1.1874
470.0987300171;0.7894;0.5567;1.0748;6;681;0.8022
501.2618385004;0.7932;0.7047;1.1497;9;862;0.6420
517.7477629551;0.7957;0.7823;1.1891;11;957;0.5819
524.972303552;0.7995;0.8069;1.2036;14;987;0.5663
526.1385177737;0.8007;0.8061;1.2053;15;986;0.5657
500.9792852068;0.8020;0.6385;1.1401;16;781;0.6769
480.108106657;0.8020;0.5330;1.0874;16;652;0.8020
494.5386385191;0.8007;0.6344;1.1251;15;776;0.7057
370.1236670192;0.8007;0.0000;0.8136;15;0;17.8198
349.8927006068;0.7957;0.0000;0.7677;11;0;0.0000
346.2536657244;0.7932;0.0000;0.7611;9;0;0.0000
344.2765866447;0.7907;0.0000;0.7586;7;0;0.0000
344.0815720891;0.7907;0.0000;0.7581;7;0;0.0000
344.0565307326;0.7907;0.0000;0.7580;7;0;0.0000
341.5926069632;0.7869;0.0000;0.7556;4;0;0.0000
340.5312204683;0.7856;0.0000;0.7542;3;0;0.0000
340.4180157198;0.7856;0.0000;0.7539;3;0;0.0000
339.5821704948;0.7844;0.0000;0.7530;2;0;0.0000
338.6787174636;0.7831;0.0000;0.7520;1;0;0.0000
338.5872366974;0.7831;0.0000;0.7518;1;0;0.0000
339.3969655157;0.7844;0.0000;0.7525;2;0;0.0000
340.2976424495;0.7856;0.0000;0.7536;3;0;0.0000
338.7454571095;0.7831;0.0000;0.7522;1;0;0.0000
429.6160442745;0.7856;0.4096;0.9770;3;501;1.1961
485.1252850033;0.7894;0.6434;1.1127;6;787;0.7081
502.7405991662;0.7944;0.6998;1.1522;10;856;0.6398
509.528964634;0.7982;0.7194;1.1656;13;880;0.6230
508.2846876184;0.8007;0.6990;1.1599;15;855;0.6372
502.2152354605;0.8020;0.6581;1.1433;16;805;0.6707
508.7450179198;0.8020;0.7031;1.1598;16;860;0.6397
478.3413194216;0.8020;0.5175;1.0829;16;633;0.8147
470.0304585236;0.8020;0.4913;1.0620;16;601;0.8802
366.5921615815;0.8007;0.0000;0.8047;15;0;57.3070
349.5368102147;0.7957;0.0000;0.7668;11;0;0.0000
345.4055720779;0.7919;0.0000;0.7602;8;0;0.0000
345.8343597844;0.7932;0.0000;0.7600;9;0;0.0000
345.0498577862;0.7919;0.0000;0.7593;8;0;0.0000
342.516536422;0.7882;0.0000;0.7567;5;0;0.0000
343.0871776759;0.7894;0.0000;0.7568;6;0;0.0000
343.1331066795;0.7894;0.0000;0.7569;6;0;0.0000
343.1407372896;0.7894;0.0000;0.7570;6;0;0.0000
342.3210207731;0.7882;0.0000;0.7562;5;0;0.0000
341.4202519473;0.7869;0.0000;0.7551;4;0;0.0000
342.1500933927;0.7882;0.0000;0.7557;5;0;0.0000
342.2180149386;0.7882;0.0000;0.7559;5;0;0.0000
342.2278405996;0.7882;0.0000;0.7559;5;0;0.0000
341.4079726926;0.7869;0.0000;0.7551;4;0;0.0000
436.2580360676;0.7882;0.4341;0.9911;5;531;1.1278
475.5714090559;0.7919;0.5763;1.0860;8;705;0.7783
506.1453124035;0.7957;0.7235;1.1596;11;885;0.6291
517.9943218534;0.7995;0.7676;1.1859;14;939;0.5924
525.473597722;0.8032;0.7971;1.2011;17;975;0.5753
524.457064744;0.8057;0.7766;1.1960;19;950;0.5866
489.915820409;0.8070;0.5575;1.1071;20;682;0.7627
468.4608699476;0.8070;0.4603;1.0530;20;563;0.9303
370.266574804;0.8070;0.0000;0.8077;20;0;342.5172
355.6216231964;0.8045;0.0000;0.7734;18;0;0.0000
351.7417719172;0.8007;0.0000;0.7673;15;0;0.0000
348.9286264181;0.7970;0.0000;0.7640;12;0;0.0000
347.0117631632;0.7944;0.0000;0.7617;10;0;0.0000
345.9970009524;0.7932;0.0000;0.7604;9;0;0.0000
345.0724083985;0.7919;0.0000;0.7593;8;0;0.0000
342.5187821556;0.7882;0.0000;0.7567;5;0;0.0000
342.2667869362;0.7882;0.0000;0.7560;5;0;0.0000
344.6934739132;0.7919;0.0000;0.7584;8;0;0.0000
344.1096558778;0.7907;0.0000;0.7582;7;0;0.0000
344.0625347771;0.7907;0.0000;0.7580;7;0;0.0000
344.8747417212;0.7919;0.0000;0.7588;8;0;0.0000
344.1337812169;0.7907;0.0000;0.7582;7;0;0.0000
344.0648950292;0.7907;0.0000;0.7580;7;0;0.0000
345.6945654924;0.7932;0.0000;0.7596;9;0;0.0000
345.8529543892;0.7932;0.0000;0.7600;9;0;0.0000
346.6940630956;0.7944;0.0000;0.7609;10;0;0.0000
346.7758137818;0.7944;0.0000;0.7611;10;0;0.0000
348.42452544;0.7970;0.0000;0.7628;12;0;0.0000
349.4027560511;0.7982;0.0000;0.7640;13;0;0.0000
348.6857311115;0.7970;0.0000;0.7634;12;0;0.0000
348.6194876123;0.7970;0.0000;0.7632;12;0;0.0000
348.6098364293;0.7970;0.0000;0.7632;12;0;0.0000
349.4271321002;0.7982;0.0000;0.7640;13;0;0.0000
348.6881034501;0.7970;0.0000;0.7634;12;0;0.0000
346.1631079305;0.7932;0.0000;0.7608;9;0;0.0000
345.9146331754;0.7932;0.0000;0.7602;9;0;0.0000
345.0612396112;0.7919;0.0000;0.7593;8;0;0.0000
344.1583079889;0.7907;0.0000;0.7583;7;0;0.0000
343.2470717959;0.7894;0.0000;0.7572;6;0;0.0000
343.1550993996;0.7894;0.0000;0.7570;6;0;0.0000
343.1429262718;0.7894;0.0000;0.7570;6;0;0.0000
342.3211965358;0.7882;0.0000;0.7562;5;0;0.0000
340.5991079387;0.7856;0.0000;0.7543;3;0;0.0000
340.4278480981;0.7856;0.0000;0.7539;3;0;0.0000
341.225933927;0.7869;0.0000;0.7546;4;0;0.0000
342.1246832366;0.7882;0.0000;0.7557;5;0;0.0000
342.2155519619;0.7882;0.0000;0.7559;5;0;0.0000
342.2276460723;0.7882;0.0000;0.7559;5;0;0.0000
395.6855560015;0.7894;0.2346;0.8886;6;287;2.3073
464.2706639112;0.7894;0.5461;1.0601;6;668;0.8456
467.6484640998;0.7919;0.5158;1.0661;8;631;0.8349
362.483218476;0.7944;0.0000;0.8007;10;0;36.7121
348.2953283318;0.7944;0.0000;0.7650;10;0;0.0000
347.7251730078;0.7957;0.0000;0.7622;11;0;0.0000
348.5131250101;0.7970;0.0000;0.7630;12;0;0.0000
367.1041168078;0.7982;0.0777;0.8085;13;95;22.2339
